,#hurricanealex,hurricane alex,#hurricanecolin,#hurricaneearl,hurricane earl,#hurricanegaston,hurricane gaston,#hurricanehermine,hurricane hermine,#hurricanematthew,hurricane matthew,#hurricanenicole,hurricane nicole,#hurricaneotto,hurricane otto
2016-09-09,,,,,,,,12.0,89.0,,,,,,
2016-09-10,,,,,,,,10.0,107.0,,,,,,
2016-09-11,,,,,,,,0.0,24.0,,,,,,
2016-09-12,,,,,,,,0.0,93.0,,,,,,
2016-09-13,,,,,,,,5.0,22.0,,,,,,
2016-09-14,,,,,,,,0.0,21.0,,,,,,
2016-09-15,,,,,,,,0.0,57.0,,,,,,
2016-09-16,,,,,,,,0.0,60.0,,,,,,
2016-09-17,,,,,,,,0.0,17.0,,,,,,
2016-09-18,,,,,,,,0.0,0.0,,,,,,
2016-09-19,,,,,,,,0.0,16.0,,,,,,
2016-09-20,,,,,,,,0.0,0.0,,,,,,
2016-09-21,,,,,,,,0.0,0.0,,,,,,
2016-09-22,,,,,,,,17.0,0.0,,,,,,
2016-09-23,,,,,,,,0.0,0.0,,,,,,
2016-09-24,,,,,,,,0.0,0.0,,,,,,
2016-09-25,,,,,,,,0.0,0.0,,,,,,
2016-09-26,,,,,,,,0.0,0.0,,,,,,
2016-09-27,,,,,,,,4.0,0.0,,,,,,
2016-09-28,,,,,,,,0.0,17.0,11.0,16.0,,,,
2016-09-29,,,,,,,,0.0,0.0,121.0,462.0,,,,
2016-09-30,,,,,,,,0.0,0.0,1369.0,2574.0,,,,
2016-10-01,,,,,,,,4.0,0.0,1970.0,3720.0,,,,
2016-10-02,,,,,,,,,0.0,2685.0,3714.0,,,,
2016-10-03,,,,,,,,,0.0,3947.0,8049.0,,,,
2016-10-04,,,,,,,,,18.0,9917.0,16578.0,,,,
2016-10-05,,,,,,,,,18.0,16310.0,21174.0,,,,
2016-10-06,,,,,,,,,16.0,48679.0,51890.0,106.0,278.0,,
2016-10-07,,,,,,,,,,45095.0,41662.0,255.0,207.0,,
2016-10-08,,,,,,,,,,21308.0,22651.0,45.0,28.0,,
2016-10-09,,,,,,,,,,7715.0,11069.0,9.0,18.0,,
2016-10-10,,,,,,,,,,3982.0,8408.0,9.0,0.0,,
2016-10-11,,,,,,,,,,2892.0,5307.0,51.0,233.0,,
2016-10-12,,,,,,,,,,2287.0,4640.0,306.0,1125.0,,
2016-10-13,,,,,,,,,,1616.0,3051.0,1038.0,2280.0,,
2016-10-14,,,,,,,,,,1321.0,2186.0,229.0,497.0,,
2016-10-15,,,,,,,,,,881.0,1862.0,35.0,116.0,,
2016-10-16,,,,,,,,,,603.0,1209.0,22.0,105.0,,
2016-10-17,,,,,,,,,,754.0,1322.0,17.0,239.0,,
2016-10-18,,,,,,,,,,679.0,1117.0,17.0,173.0,,
2016-10-19,,,,,,,,,,697.0,1267.0,10.0,42.0,,
2016-10-20,,,,,,,,,,502.0,602.0,5.0,70.0,,
2016-10-21,,,,,,,,,,476.0,517.0,4.0,0.0,,
2016-10-22,,,,,,,,,,342.0,431.0,,0.0,,
2016-10-23,,,,,,,,,,278.0,262.0,,0.0,,
2016-10-24,,,,,,,,,,339.0,530.0,,0.0,,
2016-10-25,,,,,,,,,,372.0,458.0,,62.0,,
2016-10-26,,,,,,,,,,297.0,344.0,,0.0,,
2016-10-27,,,,,,,,,,295.0,409.0,,0.0,,
2016-10-28,,,,,,,,,,269.0,247.0,,0.0,,
2016-10-29,,,,,,,,,,229.0,180.0,,0.0,,
2016-10-30,,,,,,,,,,186.0,160.0,,0.0,,
2016-10-31,,,,,,,,,,191.0,165.0,,0.0,,
2016-11-01,,,,,,,,,,231.0,266.0,,0.0,,
2016-11-02,,,,,,,,,,221.0,177.0,,0.0,,
2016-11-03,,,,,,,,,,205.0,559.0,,0.0,,
2016-11-04,,,,,,,,,,279.0,249.0,,0.0,,
2016-11-05,,,,,,,,,,247.0,146.0,,0.0,,
2016-11-06,,,,,,,,,,202.0,118.0,,0.0,,
2016-11-07,,,,,,,,,,174.0,307.0,,0.0,,
2016-11-08,,,,,,,,,,170.0,10253.0,,0.0,,
2016-11-09,,,,,,,,,,135.0,15051.0,,0.0,,
2016-11-10,,,,,,,,,,266.0,409.0,,0.0,,
2016-11-11,,,,,,,,,,176.0,162.0,,0.0,,
2016-11-12,,,,,,,,,,61.0,105.0,,0.0,,
2016-11-13,,,,,,,,,,81.0,96.0,,0.0,,
2016-11-14,,,,,,,,,,129.0,104.0,,0.0,,
2016-11-15,,,,,,,,,,125.0,153.0,,0.0,,
2016-11-16,,,,,,,,,,115.0,107.0,,0.0,,
2016-11-17,,,,,,,,,,124.0,80.0,,0.0,,
2016-11-18,,,,,,,,,,90.0,140.0,,0.0,,
2016-11-19,,,,,,,,,,120.0,82.0,,0.0,,
2016-11-20,,,,,,,,,,70.0,40.0,,0.0,,
2016-11-21,,,,,,,,,,106.0,60.0,,0.0,,
2016-11-22,,,,,,,,,,110.0,84.0,,0.0,50.0,269.0
2016-11-23,,,,,,,,,,60.0,61.0,,0.0,47.0,364.0
2016-11-24,,,,,,,,,,63.0,55.0,,0.0,115.0,926.0
2016-11-25,,,,,,,,,,82.0,42.0,,0.0,39.0,316.0
2016-11-26,,,,,,,,,,46.0,57.0,,0.0,6.0,119.0
2016-11-27,,,,,,,,,,34.0,102.0,,0.0,4.0,23.0
2016-11-28,,,,,,,,,,66.0,52.0,,0.0,6.0,20.0
2016-11-29,,,,,,,,,,82.0,101.0,,0.0,0.0,
2016-11-30,,,,,,,,,,120.0,94.0,,0.0,0.0,
2016-12-01,,,,,,,,,,65.0,66.0,,0.0,4.0,
2016-12-02,,,,,,,,,,71.0,103.0,,0.0,0.0,
2016-12-03,,,,,,,,,,32.0,32.0,,0.0,0.0,
2016-12-04,,,,,,,,,,38.0,38.0,,0.0,0.0,
2016-12-05,,,,,,,,,,69.0,51.0,,0.0,0.0,
2016-12-06,,,,,,,,,,46.0,56.0,,0.0,0.0,
2016-12-07,,,,,,,,,,48.0,57.0,,0.0,0.0,
2016-12-08,,,,,,,,,,3.0,4.0,,0.0,0.0,
2016-12-09,,,,,,,,,,83.0,50.0,,0.0,0.0,
2016-12-10,,,,,,,,,,65.0,40.0,,0.0,0.0,
2016-12-11,,,,,,,,,,50.0,46.0,,0.0,0.0,
2016-12-12,,,,,,,,,,53.0,31.0,,0.0,0.0,
2016-12-13,,,,,,,,,,68.0,58.0,,0.0,0.0,
2016-12-14,,,,,,,,,,78.0,57.0,,0.0,0.0,
2016-12-15,,,,,,,,,,54.0,62.0,,0.0,0.0,
2016-12-16,,,,,,,,,,35.0,49.0,,0.0,0.0,
2016-12-17,,,,,,,,,,27.0,21.0,,0.0,0.0,
2016-12-18,,,,,,,,,,18.0,22.0,,0.0,0.0,
2016-12-19,,,,,,,,,,32.0,33.0,,0.0,0.0,
2016-12-20,,,,,,,,,,46.0,40.0,,0.0,0.0,
2016-12-21,,,,,,,,,,85.0,59.0,,0.0,0.0,
2016-12-22,,,,,,,,,,56.0,35.0,,0.0,0.0,
2016-12-23,,,,,,,,,,31.0,32.0,,0.0,0.0,
2016-12-24,,,,,,,,,,40.0,14.0,,0.0,3.0,
2016-12-25,,,,,,,,,,45.0,14.0,,0.0,,
2016-12-26,,,,,,,,,,21.0,24.0,,0.0,,
2016-12-27,,,,,,,,,,29.0,108.0,,0.0,,
2016-12-28,,,,,,,,,,21.0,56.0,,0.0,,
2016-12-29,,,,,,,,,,15.0,23.0,,0.0,,
2016-12-30,,,,,,,,,,19.0,20.0,,0.0,,
2016-12-31,,,,,,,,,,32.0,0.0,,0.0,,
2017-01-01,,,,,,,,,,62.0,16.0,,0.0,,
2017-01-02,,,,,,,,,,25.0,21.0,,0.0,,
2017-01-03,,,,,,,,,,43.0,29.0,,0.0,,
2017-01-04,,,,,,,,,,82.0,72.0,,0.0,,
2017-01-05,,,,,,,,,,50.0,63.0,,0.0,,
2017-01-06,,,,,,,,,,26.0,39.0,,0.0,,
2017-01-07,,,,,,,,,,42.0,30.0,,0.0,,
2017-01-08,,,,,,,,,,18.0,17.0,,0.0,,
2017-01-09,,,,,,,,,,28.0,28.0,,0.0,,
2017-01-10,,,,,,,,,,25.0,25.0,,0.0,,
2017-01-11,,,,,,,,,,33.0,24.0,,0.0,,
2017-01-12,,,,,,,,,,55.0,21.0,,0.0,,
2017-01-13,,,,,,,,,,23.0,66.0,,0.0,,
2017-01-14,,,,,,,,,,34.0,33.0,,0.0,,
2017-01-15,,,,,,,,,,27.0,23.0,,0.0,,
2017-01-16,,,,,,,,,,20.0,14.0,,0.0,,
2017-01-17,,,,,,,,,,12.0,16.0,,0.0,,
2017-01-18,,,,,,,,,,19.0,21.0,,0.0,,
2017-01-19,,,,,,,,,,21.0,25.0,,0.0,,
2017-01-20,,,,,,,,,,14.0,15.0,,0.0,,
2017-01-21,,,,,,,,,,12.0,21.0,,0.0,,
2017-01-22,,,,,,,,,,16.0,25.0,,0.0,,
2017-01-23,,,,,,,,,,56.0,27.0,,0.0,,
2017-01-24,,,,,,,,,,43.0,44.0,,0.0,,
2017-01-25,,,,,,,,,,41.0,0.0,,0.0,,
2017-01-26,,,,,,,,,,28.0,23.0,,0.0,,
2017-01-27,,,,,,,,,,50.0,30.0,,0.0,,
2017-01-28,,,,,,,,,,23.0,0.0,,0.0,,
2017-01-29,,,,,,,,,,16.0,0.0,,0.0,,
2017-01-30,,,,,,,,,,21.0,0.0,,0.0,,
2017-01-31,,,,,,,,,,19.0,20.0,,0.0,,
2017-02-01,,,,,,,,,,49.0,0.0,,0.0,,
2017-02-02,,,,,,,,,,27.0,16.0,,0.0,,
2017-02-03,,,,,,,,,,20.0,21.0,,0.0,,
2017-02-04,,,,,,,,,,8.0,0.0,,0.0,,
2017-02-05,,,,,,,,,,10.0,0.0,,0.0,,
2017-02-06,,,,,,,,,,13.0,0.0,,0.0,,
2017-02-07,,,,,,,,,,17.0,102.0,,0.0,,
2017-02-08,,,,,,,,,,18.0,45.0,,0.0,,
2017-02-09,,,,,,,,,,10.0,32.0,,0.0,,
2017-02-10,,,,,,,,,,14.0,22.0,,0.0,,
2017-02-11,,,,,,,,,,11.0,0.0,,0.0,,
2017-02-12,,,,,,,,,,8.0,0.0,,0.0,,
2017-02-13,,,,,,,,,,11.0,23.0,,0.0,,
2017-02-14,,,,,,,,,,13.0,27.0,,0.0,,
2017-02-15,,,,,,,,,,7.0,26.0,,0.0,,
2017-02-16,,,,,,,,,,25.0,49.0,,0.0,,
2017-02-17,,,,,,,,,,10.0,0.0,,0.0,,
2017-02-18,,,,,,,,,,7.0,18.0,,0.0,,
2017-02-19,,,,,,,,,,20.0,16.0,,0.0,,
2017-02-20,,,,,,,,,,18.0,45.0,,0.0,,
2017-02-21,,,,,,,,,,17.0,60.0,,0.0,,
2017-02-22,,,,,,,,,,16.0,58.0,,0.0,,
2017-02-23,,,,,,,,,,11.0,72.0,,0.0,,
2017-02-24,,,,,,,,,,9.0,70.0,,0.0,,
2017-02-25,,,,,,,,,,9.0,70.0,,0.0,,
2017-02-26,,,,,,,,,,10.0,48.0,,0.0,,
2017-02-27,,,,,,,,,,8.0,29.0,,0.0,,
2017-02-28,,,,,,,,,,12.0,0.0,,0.0,,
2017-03-01,,,,,,,,,,18.0,0.0,,0.0,,
2017-03-02,,,,,,,,,,13.0,0.0,,0.0,,
2017-03-03,,,,,,,,,,18.0,26.0,,0.0,,
2017-03-04,,,,,,,,,,6.0,18.0,,0.0,,
2017-03-05,,,,,,,,,,14.0,0.0,,0.0,,
2017-03-06,,,,,,,,,,19.0,24.0,,0.0,,
2017-03-07,,,,,,,,,,17.0,0.0,,0.0,,
2017-03-08,,,,,,,,,,4.0,36.0,,0.0,,
2017-03-09,,,,,,,,,,12.0,17.0,,0.0,,
2017-03-10,,,,,,,,,,12.0,0.0,,0.0,,
2017-03-11,,,,,,,,,,6.0,0.0,,0.0,,
2017-03-12,,,,,,,,,,9.0,0.0,,0.0,,
2017-03-13,,,,,,,,,,10.0,41.0,,0.0,,
2017-03-14,,,,,,,,,,8.0,36.0,,0.0,,
2017-03-15,,,,,,,,,,5.0,0.0,,0.0,,
2017-03-16,,,,,,,,,,14.0,16.0,,0.0,,
2017-03-17,,,,,,,,,,4.0,0.0,,0.0,,
2017-03-18,,,,,,,,,,7.0,16.0,,0.0,,
2017-03-19,,,,,,,,,,12.0,0.0,,0.0,,
2017-03-20,,,,,,,,,,6.0,0.0,,0.0,,
2017-03-21,,,,,,,,,,7.0,0.0,,0.0,,
2017-03-22,,,,,,,,,,17.0,0.0,,0.0,,
2017-03-23,,,,,,,,,,6.0,15.0,,0.0,,
2017-03-24,,,,,,,,,,7.0,0.0,,0.0,,
2017-03-25,,,,,,,,,,13.0,0.0,,0.0,,
2017-03-26,,,,,,,,,,8.0,0.0,,0.0,,
2017-03-27,,,,,,,,,,12.0,0.0,,0.0,,
2017-03-28,,,,,,,,,,17.0,18.0,,0.0,,
2017-03-29,,,,,,,,,,13.0,0.0,,0.0,,
2017-03-30,,,,,,,,,,9.0,17.0,,0.0,,
2017-03-31,,,,,,,,,,8.0,0.0,,0.0,,
2017-04-01,,,,,,,,,,7.0,43.0,,0.0,,
2017-04-02,,,,,,,,,,9.0,0.0,,0.0,,
2017-04-03,,,,,,,,,,13.0,17.0,,0.0,,
2017-04-04,,,,,,,,,,38.0,20.0,,0.0,,
2017-04-05,,,,,,,,,,35.0,0.0,,0.0,,
2017-04-06,,,,,,,,,,32.0,19.0,,0.0,,
2017-04-07,,,,,,,,,,31.0,0.0,,0.0,,
2017-04-08,,,,,,,,,,13.0,14.0,,0.0,,
2017-04-09,,,,,,,,,,11.0,0.0,,0.0,,
2017-04-10,,,,,,,,,,21.0,0.0,,0.0,,
2017-04-11,,,,,,,,,,9.0,0.0,,0.0,,
2017-04-12,,,,,,,,,,19.0,23.0,,0.0,,
2017-04-13,,,,,,,,,,17.0,16.0,,0.0,,
2017-04-14,,,,,,,,,,10.0,0.0,,0.0,,
2017-04-15,,,,,,,,,,0.0,0.0,,0.0,,
2017-04-16,,,,,,,,,,10.0,0.0,,0.0,,
2017-04-17,,,,,,,,,,9.0,0.0,,0.0,,
2017-04-18,,,,,,,,,,11.0,0.0,,0.0,,
2017-04-19,,,,,,,,,,7.0,0.0,,0.0,,
2017-04-20,,,,,,,,,,10.0,0.0,,0.0,,
2017-04-21,,,,,,,,,,12.0,14.0,,0.0,,
2017-04-22,,,,,,,,,,5.0,0.0,,0.0,,
2017-04-23,,,,,,,,,,42.0,0.0,,0.0,,
2017-04-24,,,,,,,,,,11.0,0.0,,0.0,,
2017-04-25,,,,,,,,,,13.0,58.0,,0.0,,
2017-04-26,,,,,,,,,,15.0,78.0,,0.0,,
2017-04-27,,,,,,,,,,23.0,29.0,,0.0,,
2017-04-28,,,,,,,,,,12.0,21.0,,0.0,,
2017-04-29,,,,,,,,,,5.0,0.0,,0.0,,
2017-04-30,,,,,,,,,,4.0,0.0,,0.0,,
2017-05-01,,,,,,,,,,10.0,0.0,,0.0,,
2017-05-02,,,,,,,,,,6.0,0.0,,0.0,,
2017-05-03,,,,,,,,,,4.0,0.0,,0.0,,
2017-05-04,,,,,,,,,,9.0,0.0,,0.0,,
2017-05-05,,,,,,,,,,9.0,0.0,,0.0,,
2017-05-06,,,,,,,,,,4.0,0.0,,0.0,,
2017-05-07,,,,,,,,,,0.0,0.0,,0.0,,
2017-05-08,,,,,,,,,,10.0,0.0,,0.0,,
2017-05-09,,,,,,,,,,10.0,0.0,,0.0,,
2017-05-10,,,,,,,,,,36.0,136.0,,0.0,,
2017-05-11,,,,,,,,,,25.0,2770.0,,0.0,,
2017-05-12,,,,,,,,,,18.0,1737.0,,0.0,,
2017-05-13,,,,,,,,,,7.0,348.0,,0.0,,
2017-05-14,,,,,,,,,,7.0,79.0,,0.0,,
